collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L5,1.27353E+18,-21923826.67,-14993651.47,-3450473.592,514.594,-81.178,-3057.814,-3909.92,0.001,23186946.76,0.899,-2356.078,13.117,5.318
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,22,GLO_G1,1.27353E+18,-3196604.094,-10498436.71,23016775.44,3150.927,208.675,544.229,-377.067,-0.001,20148425.79,4.197,1143.076,4.295,3.145
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E1,1.27353E+18,-4073691.531,-29055204.27,-3937568.977,-28.077,412.347,-3013.407,65954.421,-0.002,25926465.23,3.598,-224.342,7.114,5.185
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E5A,1.27353E+18,-23860829.1,-14192648.73,10265395.82,954.488,405.39,2779.935,956094.898,-0.013,23270493.52,0.899,-2352.823,8.245,3.112
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,19,GPS_L1,1.27353E+18,15902449.96,-16101982.15,13586884.47,1712.789,-490.704,-2532.225,-47596.187,0.001,24129389.62,5.696,0,8.53,9.861
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,11,GLO_G1,1.27353E+18,-7451257.564,-22874457.56,-8396193.592,428.657,1076.772,-3313.644,-7070.76,0,22764632.73,2.998,1143.076,8.85,7.982
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,33,GAL_E1,1.27353E+18,-28315839.61,-2624280.83,-8188032.177,-829.775,-94.276,2899.032,-140086.163,0,28499704.42,11.992,-224.342,12.398,26.357
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,25,GPS_L1,1.27353E+18,-14683321.74,-4381316.048,21477644.1,145.464,-2776.454,-435.843,1223.261,0,21313154.26,1.499,0,4.775,3.37
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,13,GLO_G1,1.27353E+18,-13646720.56,-4206513.734,21116073.57,-1428.502,-2520.361,-1424.256,-11599.23,0,20455584.45,5.696,1143.076,4.652,3.398
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,29,GPS_L1,1.27353E+18,-23785973.26,2018795.469,11624199.61,1284.789,-751.19,2746.768,-31296.719,-0.003,23378571.7,3.598,0,7.599,6.2
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,2,GPS_L1,1.27353E+18,-5495016.714,-18250256.2,19161456.86,2081.103,985.117,1583.221,-136679.897,0,21037484.01,1.799,0,3.863,2.634
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L1,1.27353E+18,6174099.439,-13579209.88,22025518.34,2358.443,1469.005,249.558,-81411.415,-0.002,22329922.27,2.398,0,5.503,4.105
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E5A,1.27353E+18,-5190935.939,-17416467.91,23365366.34,2239.922,700.208,1020.578,120171.432,0,23521242.63,0.6,-2352.823,7.078,2.723
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,12,GPS_L1,1.27353E+18,-10896625.65,-15297272.06,18609141.69,383.169,-2374.22,-1690.233,35345.032,-0.002,20113648.66,6.296,0,3.783,2.545
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E1,1.27353E+18,-23860829.11,-14192648.73,10265395.8,954.488,405.39,2779.935,956095.836,-0.013,23272607.96,3.897,-224.342,4.598,3.112
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L1,1.27353E+18,-21923826.68,-14993651.47,-3450473.568,514.594,-81.178,-3057.814,-3909.256,0.001,23189303.13,4.797,0,7.314,5.318
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,12,GLO_G1,1.27353E+18,-14569506.16,-19205662.94,8394490.801,-672.322,-940.506,-3326.072,39203.246,0.001,19555475.58,2.698,1143.076,3.978,2.756
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,1,GAL_E1,1.27353E+18,-16873179.49,-1144125.004,24290147.65,-566.922,-2372.147,-505.449,-256790.043,-0.002,25327957.17,2.698,-224.342,5.337,3.85
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E5A,1.27353E+18,-4073691.531,-29055204.27,-3937568.998,-28.077,412.347,-3013.407,65954.316,-0.002,25924335.51,1.199,-2352.823,12.758,5.185
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E5A,1.27353E+18,16363379.9,-10476079.15,22339289.49,2172.08,561.125,-1327.374,259936.148,0,26996995.02,2.698,-2352.823,14.292,9.152
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L5,1.27353E+18,6174099.458,-13579209.87,22025518.34,2358.443,1469.005,249.558,-81412.411,-0.002,22327577.29,2.099,-2356.078,9.868,4.105
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E5A,1.27353E+18,-14842120.47,-21115176.17,14486444.65,-426.311,-1394.577,-2468.684,-179556.15,-0.001,23489506.61,1.499,-2352.823,6.875,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,24,GLO_G1,1.27353E+18,-25400631.38,-691731.271,-2262630.332,-323.338,156.341,3560.03,-468.081,0.001,23792052.36,7.195,1146.024,10.859,16.48
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E1,1.27353E+18,-5188695.957,-17415767.78,23366386.73,2240.077,700.057,1020.219,120171.076,0,23523584.91,1.799,-219.839,3.947,2.723
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,5,GPS_L1,1.27353E+18,-2178235.175,-26156969.7,-3422048.356,325.411,-417.847,3129.381,-3793.07,-0.001,23049367.81,5.096,0,7.549,5.704
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E1,1.27353E+18,16365551.92,-10475518.14,22337961.95,2171.997,560.913,-1327.717,259937.284,0,26999595.42,9.294,-219.839,7.971,9.154
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E1,1.27353E+18,-14842546.8,-21116570.6,14483975.88,-426.365,-1394.303,-2468.907,-179555.994,-0.001,23491733.46,2.398,-219.839,3.834,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L5,1.27353E+18,-21923311.92,-14993732.57,-3453531.364,514.92,-81.022,-3057.742,-3909.92,0.001,23187520.27,0.899,-2350.856,13.119,5.319
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,22,GLO_G1,1.27353E+18,-3193453.126,-10498228.16,23017319.39,3151.017,208.412,543.676,-377.068,-0.001,20148803.83,3.897,1146.024,4.295,3.146
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E1,1.27353E+18,-4073719.557,-29054791.78,-3940582.348,-27.976,412.643,-3013.346,65954.418,-0.002,25926975.78,3.298,-219.839,7.115,5.186
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E5A,1.27353E+18,-23859874.46,-14192243.34,10268175.68,954.787,405.394,2779.778,956094.885,-0.013,23270228.51,0.899,-2348.159,8.245,3.112
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,19,GPS_L1,1.27353E+18,15904162.58,-16102472.85,13584352.1,1712.457,-490.69,-2532.519,-47596.186,0.001,24129918.16,5.696,0,8.53,9.864
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,11,GLO_G1,1.27353E+18,-7450828.759,-22873380.61,-8399507.126,428.954,1077.139,-3313.442,-7070.76,0,22765431.97,3.298,1146.024,8.852,7.985
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,33,GAL_E1,1.27353E+18,-28316669.25,-2624375.032,-8185133.078,-829.503,-94.128,2899.157,-140086.163,0,28499211.86,10.493,-219.839,12.397,26.338
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,25,GPS_L1,1.27353E+18,-14683176.36,-4384092.48,21477208.02,145.299,-2776.403,-436.309,1223.262,0,21312712.67,1.499,0,4.775,3.369
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,13,GLO_G1,1.27353E+18,-13648149.12,-4209033.955,21114649.06,-1428.614,-2520.073,-1424.764,-11599.23,0,20455117.67,5.696,1146.024,4.651,3.398
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,29,GPS_L1,1.27353E+18,-23784688.33,2018044.167,11626946.26,1285.059,-751.41,2746.52,-31296.722,-0.003,23378128.91,3.598,0,7.598,6.199
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,2,GPS_L1,1.27353E+18,-5492935.499,-18249271.1,19163039.88,2081.329,985.085,1582.834,-136679.897,0,21037703.15,1.799,0,3.863,2.634
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L1,1.27353E+18,6176457.937,-13577740.94,22025767.67,2358.56,1468.877,249.092,-81411.416,-0.002,22330448.7,2.099,0,5.503,4.105
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E5A,1.27353E+18,-5188695.941,-17415767.78,23366386.73,2240.077,700.057,1020.219,120171.432,0,23521458.79,0.6,-2348.159,7.078,2.723
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,12,GPS_L1,1.27353E+18,-10896242.57,-15299646.19,18607451.26,382.999,-2374.027,-1690.634,35345.03,-0.002,20113554.23,6.296,0,3.783,2.545
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,21,GLO_G1,1.27353E+18,16182814.26,-7446220.687,18245137.7,2507.113,-19.354,-2232.987,-37332.652,-0.001,23983439.56,11.992,1146.024,8.555,19.303
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,23,GLO_G1,1.27353E+18,-22036316.43,-6237962.683,11214797.22,1526.225,297.059,3161.566,91587.541,0.001,20695157.59,11.992,1146.024,5.197,3.729
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E1,1.27353E+18,-23859874.47,-14192243.34,10268175.66,954.787,405.394,2779.778,956095.823,-0.013,23272342.64,3.897,-219.839,4.598,3.112
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L1,1.27353E+18,-21923311.92,-14993732.57,-3453531.34,514.92,-81.022,-3057.742,-3909.255,0.001,23189885.63,3.897,0,7.316,5.319
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,12,GLO_G1,1.27353E+18,-14570178.42,-19206603.21,8391164.632,-672.187,-940.05,-3326.273,39203.247,0.001,19555832.03,2.698,1146.024,3.978,2.756
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,1,GAL_E1,1.27353E+18,-16873746.5,-1146497.106,24289642.01,-567.098,-2372.052,-505.822,-256790.045,-0.002,25327567.44,2.398,-219.839,5.337,3.85
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E5A,1.27353E+18,-4073719.557,-29054791.78,-3940582.369,-27.976,412.643,-3013.346,65954.314,-0.002,25924846.65,1.199,-2348.159,12.76,5.186
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L5,1.27353E+18,6176457.956,-13577740.93,22025767.67,2358.56,1468.877,249.092,-81412.413,-0.002,22328109.12,2.099,-2350.856,9.869,4.105
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E5A,1.27353E+18,-14842546.81,-21116570.61,14483975.86,-426.365,-1394.303,-2468.907,-179556.151,-0.001,23489607.64,1.199,-2348.159,6.876,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,24,GLO_G1,1.27353E+18,-25400954.47,-691574.9,-2259070.268,-322.84,156.401,3560.084,-468.081,0.001,23791479.15,7.195,1147.069,10.858,16.471
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E1,1.27353E+18,-5186455.805,-17415067.8,23367406.76,2240.231,699.905,1019.86,120171.076,0,23523801.06,1.799,-221.968,3.947,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,5,GPS_L1,1.27353E+18,-2177909.775,-26157387.36,-3418918.932,325.386,-417.471,3129.455,-3793.071,-0.001,23048798.8,5.096,0,7.548,5.702
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E1,1.27353E+18,16367723.88,-10474957.33,22336634.07,2171.915,560.701,-1328.06,259937.284,0,27000087.38,8.094,-221.968,7.971,9.157
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E1,1.27353E+18,-14842973.2,-21117964.77,14481506.86,-426.42,-1394.028,-2469.129,-179555.995,-0.001,23491834.79,2.398,-221.968,3.834,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L5,1.27353E+18,-21922796.84,-14993813.51,-3456589.064,515.246,-80.866,-3057.671,-3909.919,0.001,23188092.87,0.899,-2352.48,13.121,5.32
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,22,GLO_G1,1.27353E+18,-3190302.067,-10498019.88,23017862.79,3151.108,208.149,543.122,-377.068,-0.001,20149162.98,4.197,1147.069,4.296,3.146
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E1,1.27353E+18,-4073747.482,-29054378.99,-3943595.659,-27.875,412.939,-3013.286,65954.416,-0.002,25927484.53,3.298,-221.968,7.116,5.187
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E5A,1.27353E+18,-23858919.52,-14191837.94,10270955.38,955.086,405.397,2779.62,956094.872,-0.013,23269963.49,0.899,-2350.627,8.244,3.112
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,19,GPS_L1,1.27353E+18,15905874.86,-16102963.53,13581819.44,1712.126,-490.677,-2532.814,-47596.185,0.001,24130462.28,5.696,0,8.531,9.868
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,11,GLO_G1,1.27353E+18,-7450399.658,-22872303.29,-8402820.457,429.251,1077.506,-3313.239,-7070.76,0,22766268.39,2.998,1147.069,8.854,7.989
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,33,GAL_E1,1.27353E+18,-28317498.62,-2624469.087,-8182233.853,-829.232,-93.981,2899.283,-140086.163,0,28498727.69,13.79,-221.968,12.395,26.318
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,25,GPS_L1,1.27353E+18,-14683031.14,-4386868.862,21476771.48,145.135,-2776.353,-436.776,1223.262,0,21312284.56,1.799,0,4.774,3.369
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,13,GLO_G1,1.27353E+18,-13649577.8,-4211553.888,21113224.04,-1428.726,-2519.786,-1425.272,-11599.23,0,20454678.47,5.096,1147.069,4.651,3.397
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,29,GPS_L1,1.27353E+18,-23783403.14,2017292.645,11629692.66,1285.33,-751.63,2746.273,-31296.725,-0.003,23377675.92,3.897,0,7.597,6.198
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,2,GPS_L1,1.27353E+18,-5490854.059,-18248286.04,19164622.52,2081.554,985.053,1582.447,-136679.897,0,21037925.6,1.799,0,3.863,2.634
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L1,1.27353E+18,6178816.551,-13576272.13,22026016.52,2358.676,1468.748,248.626,-81411.418,-0.002,22330984.43,2.398,0,5.504,4.106
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E5A,1.27353E+18,-5186455.789,-17415067.8,23367406.77,2240.231,699.905,1019.86,120171.432,0,23521674.94,0.6,-2350.627,7.078,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,12,GPS_L1,1.27353E+18,-10895859.66,-15302020.12,18605760.42,382.83,-2373.834,-1691.036,35345.028,-0.002,20113451.7,5.096,0,3.783,2.545
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,25,GPS_L5,1.27353E+18,-14683031.14,-4386868.884,21476771.47,145.135,-2776.353,-436.776,1221.933,0,21309951.88,2.998,-2352.48,8.562,3.369
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E1,1.27353E+18,-23858919.53,-14191837.94,10270955.36,955.086,405.397,2779.62,956095.81,-0.013,23272086.32,3.598,-221.968,4.597,3.112
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L1,1.27353E+18,-21922796.84,-14993813.51,-3456589.04,515.246,-80.866,-3057.671,-3909.255,0.001,23190436.95,4.797,0,7.317,5.32
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,12,GLO_G1,1.27353E+18,-14570850.53,-19207543.03,8387838.263,-672.053,-939.594,-3326.474,39203.248,0.001,19556183.39,2.698,1147.069,3.979,2.756
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,1,GAL_E1,1.27353E+18,-16874313.69,-1148869.114,24289136,-567.275,-2371.958,-506.196,-256790.048,-0.002,25327175.61,2.698,-221.968,5.336,3.849
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E5A,1.27353E+18,-4073747.483,-29054378.99,-3943595.68,-27.875,412.939,-3013.286,65954.312,-0.002,25925356.9,1.199,-2350.627,12.761,5.187
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E5A,1.27353E+18,16367723.89,-10474957.33,22336634.06,2171.915,560.701,-1328.06,259936.147,0,26997975.64,2.398,-2350.627,14.294,9.157
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L5,1.27353E+18,6178816.57,-13576272.12,22026016.53,2358.676,1468.748,248.626,-81412.415,-0.002,22328637.96,1.799,-2352.48,9.87,4.106
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,6,GLO_G1,1.27353E+18,15775184.6,-9497325.899,17659993.33,-1332.728,2018.432,2273.449,52934.189,0,23586343.47,11.992,1147.069,8.448,13.946
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E5A,1.27353E+18,-14842973.2,-21117964.78,14481506.84,-426.42,-1394.028,-2469.129,-179556.152,-0.001,23489709.27,1.199,-2350.627,6.876,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,24,GLO_G1,1.27353E+18,-25401277.06,-691418.469,-2255510.15,-322.342,156.461,3560.138,-468.08,0.001,23790912.25,8.094,1147.726,10.856,16.461
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E1,1.27353E+18,-5184215.498,-17414367.98,23368426.44,2240.385,699.753,1019.501,120171.076,0,23524016.01,1.799,-221.216,3.947,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,5,GPS_L1,1.27353E+18,-2177584.402,-26157804.64,-3415789.435,325.36,-417.096,3129.528,-3793.071,-0.001,23048198.02,7.195,0,7.547,5.701
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E1,1.27353E+18,16369895.75,-10474396.74,22335305.84,2171.832,560.49,-1328.403,259937.283,0,27000581.44,7.195,-221.216,7.972,9.16
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E1,1.27353E+18,-14843399.64,-21119358.66,14479037.62,-426.474,-1393.754,-2469.352,-179555.995,-0.001,23491937.02,2.698,-221.216,3.834,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L5,1.27353E+18,-21922281.43,-14993894.3,-3459646.693,515.573,-80.71,-3057.599,-3909.918,0.001,23188666.37,0.899,-2352.88,13.122,5.322
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,22,GLO_G1,1.27353E+18,-3187150.919,-10497811.87,23018405.63,3151.198,207.886,542.569,-377.069,-0.001,20149552.41,4.797,1147.726,4.296,3.146
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E1,1.27353E+18,-4073775.306,-29053965.9,-3946608.909,-27.773,413.235,-3013.225,65954.414,-0.002,25927997.17,3.298,-221.216,7.117,5.188
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E5A,1.27353E+18,-23857964.28,-14191432.54,10273734.92,955.385,405.4,2779.462,956094.859,-0.013,23269699.07,0.899,-2350.352,8.244,3.111
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,19,GPS_L1,1.27353E+18,15907586.82,-16103454.2,13579286.48,1711.794,-490.663,-2533.108,-47596.184,0.001,24130991.41,6.296,0,8.532,9.871
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,11,GLO_G1,1.27353E+18,-7449970.259,-22871225.6,-8406133.587,429.548,1077.872,-3313.037,-7070.761,0,22767073.04,3.298,1147.726,8.855,7.992
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,25,GPS_L1,1.27353E+18,-14682886.09,-4389645.193,21476334.47,144.971,-2776.302,-437.242,1223.262,0,21311852.56,1.799,0,4.774,3.368
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,13,GLO_G1,1.27353E+18,-13651006.58,-4214073.534,21111798.51,-1428.838,-2519.499,-1425.78,-11599.23,0,20454236.58,6.296,1147.726,4.65,3.397
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,29,GPS_L1,1.27353E+18,-23782117.67,2016540.904,11632438.81,1285.6,-751.849,2746.025,-31296.727,-0.003,23377221.74,4.197,0,7.596,6.197
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,2,GPS_L1,1.27353E+18,-5488772.393,-18247301,19166204.77,2081.779,985.021,1582.06,-136679.897,0,21038148.05,2.099,0,3.863,2.634
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L1,1.27353E+18,6181175.282,-13574803.45,22026264.92,2358.792,1468.619,248.159,-81411.42,-0.002,22331517.46,2.099,0,5.505,4.107
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E5A,1.27353E+18,-5184215.482,-17414367.97,23368426.45,2240.385,699.753,1019.501,120171.432,0,23521890.79,0.6,-2350.352,7.078,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,12,GPS_L1,1.27353E+18,-10895476.91,-15304393.86,18604069.19,382.661,-2373.641,-1691.437,35345.026,-0.002,20113357.56,5.696,0,3.783,2.544
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,23,GLO_G1,1.27353E+18,-22033263.06,-6237368.776,11221119.82,1527.137,296.847,3161.026,91587.542,0.001,20694549.91,10.493,1147.726,5.197,3.728
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E1,1.27353E+18,-23857964.29,-14191432.54,10273734.9,955.385,405.4,2779.462,956095.797,-0.013,23271824,3.897,-221.216,4.597,3.111
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L1,1.27353E+18,-21922281.43,-14993894.3,-3459646.669,515.573,-80.71,-3057.599,-3909.254,0.001,23191011.95,4.797,0,7.318,5.322
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,12,GLO_G1,1.27353E+18,-14571522.52,-19208482.4,8384511.692,-671.918,-939.137,-3326.675,39203.25,0.001,19556529.05,3.298,1147.726,3.979,2.757
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,1,GAL_E1,1.27353E+18,-16874881.05,-1151241.028,24288629.62,-567.451,-2371.864,-506.569,-256790.05,-0.002,25326787.38,2.998,-221.216,5.336,3.849
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E5A,1.27353E+18,-4073775.307,-29053965.9,-3946608.93,-27.773,413.235,-3013.225,65954.309,-0.002,25925867.75,1.199,-2350.352,12.763,5.188
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E5A,1.27353E+18,16369895.76,-10474396.73,22335305.83,2171.832,560.49,-1328.403,259936.147,0,26998464.3,2.998,-2350.352,14.295,9.16
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L5,1.27353E+18,6181175.3,-13574803.44,22026264.92,2358.792,1468.619,248.159,-81412.417,-0.002,22329169.49,2.099,-2352.88,9.871,4.107
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,6,GLO_G1,1.27353E+18,15773851.87,-9495307.28,17662266.56,-1332.728,2018.804,2273.025,52934.189,0,23586249.03,13.79,1147.726,8.447,13.944
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E5A,1.27353E+18,-14843399.65,-21119358.67,14479037.6,-426.474,-1393.754,-2469.352,-179556.152,-0.001,23489810.3,1.499,-2350.352,6.876,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,24,GLO_G1,1.27353E+18,-25401599.16,-691261.978,-2251949.978,-321.845,156.521,3560.192,-468.08,0.001,23790323.45,7.195,1147.027,10.855,16.451
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E1,1.27353E+18,-5181975.037,-17413668.3,23369445.76,2240.539,699.601,1019.142,120171.076,0,23524231.27,1.799,-220.078,3.947,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,5,GPS_L1,1.27353E+18,-2177259.054,-26158221.55,-3412659.864,325.335,-416.72,3129.601,-3793.072,-0.001,23047615.22,5.696,0,7.546,5.7
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E1,1.27353E+18,16372067.53,-10473836.35,22333977.27,2171.749,560.278,-1328.746,259937.283,0,27001069.2,6.296,-220.078,7.972,9.162
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E1,1.27353E+18,-14843826.14,-21120752.27,14476568.16,-426.528,-1393.479,-2469.574,-179555.996,-0.001,23492034.76,2.398,-220.078,3.834,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L5,1.27353E+18,-21921765.69,-14993974.93,-3462704.25,515.899,-80.554,-3057.527,-3909.918,0.001,23189238.68,0.899,-2351.074,13.124,5.323
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,22,GLO_G1,1.27353E+18,-3183999.68,-10497604.11,23018947.93,3151.288,207.623,542.016,-377.069,-0.001,20149907.36,4.197,1147.027,4.296,3.147
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E1,1.27353E+18,-4073803.029,-29053552.52,-3949622.099,-27.672,413.531,-3013.164,65954.411,-0.002,25928507.42,3.298,-220.078,7.118,5.189
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E5A,1.27353E+18,-23857008.75,-14191027.14,10276514.31,955.684,405.404,2779.304,956094.845,-0.013,23269432.86,0.899,-2347.88,8.243,3.111
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,19,GPS_L1,1.27353E+18,15909298.44,-16103944.86,13576753.23,1711.462,-490.649,-2533.402,-47596.183,0.001,24131535.84,5.096,0,8.533,9.874
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,11,GLO_G1,1.27353E+18,-7449540.563,-22870147.55,-8409446.513,429.845,1078.239,-3312.834,-7070.761,0,22767892.97,2.998,1147.027,8.857,7.996
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,33,GAL_E1,1.27353E+18,-28319156.54,-2624656.754,-8176435.025,-828.689,-93.686,2899.535,-140086.162,0,28497753.67,13.79,-220.078,12.393,26.28
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,25,GPS_L1,1.27353E+18,-14682741.2,-4392421.473,21475896.99,144.806,-2776.251,-437.708,1223.262,0,21311416.67,1.799,0,4.774,3.368
